,Intercept,diet[T.NC],mz,rt,nearest_distance,scan,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,compound_type,manual_annotation,mz_diff,rt_diff,document,motif,probability,overlap,precursor.mass,retention.time,document.annotation,urine_mass2motif_78.m2m http://ms2lda.org/motifdb/motif/150868 Betaine related,euphorbia_motif_350.m2m http://ms2lda.org/motifdb/motif/151080 Import motif,motif_474,motif_418,euphorbia_motif_18.m2m http://ms2lda.org/motifdb/motif/151137 m/z 203 189,motif_313,motif_449,motif_400,motif_543,motif_478,motif_338,gnps_motif_43.m2m http://ms2lda.org/motifdb/motif/151021 Water loss - indicative of a free hydroxyl group – (in beer often seen in sugary structures),motif_388,motif_306,gnps_motif_38.m2m http://ms2lda.org/motifdb/motif/151045 Loss of CH2O2 - indicative for underivatized carboxilic acid group,motif_559,motif_451,motif_443,motif_469
313.179118384209_4.13512427450979,2.1449390019714554,-0.3692927869036637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
439.283154137089_8.88834838709678,1.6915126408874706,-0.837211302109047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
572.370241914136_7.87384059633027,2.4234877194702342,-0.6112574847414933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355.261820986204_4.43797800167926,2.583937701159688,-1.5510367663577045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317.210175475165_4.64433521072796,1.5696693028747752,-1.3467919142916642,317.210175475165,278.6601126436776,6.728112694200035,517.0,M-H2O+H,,1.0,"NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid",isolated,lfnothias,334.214,spectra/specs_ms.pklbin517,"InChI=1S/C20H30O4/c1-17-7-3-8-18(2,16(22)23)13(17)6-9-19-10-12(4-5-14(17)19)20(11-21)15(19)24-20/h12-15,21H,3-11H2,1-2H3,(H,22,23)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,317.211,lib-00000.mgf,Gold,1.0,0.597337,0.0,0.0,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,317.211,,271.932,6.0,CC12CCCC(C)(C1CCC34CC(CCC23)C5(CO)OC45)C(O)=O,0.0,317.211,specs_ms.pklbin,CCMSLIB00000853543,9024.11,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.0008245248350249312,-6.728112643677605,517.0,motif_411,0.2127,0.6558,317.211,271.932007,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315.195137244178_5.18877958626073,2.3128238286316107,-1.1735612662508927,315.195137244178,311.3267751756438,5.987775177216644,490.0,M-H2O+H,,1.0,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-",isolated,lfnothias,332.199,spectra/specs_ms.pklbin490,"InChI=1S/C20H28O4/c1-5-18(4)9-10-20(24)13(12-18)14(21)11-15-17(2,3)7-6-8-19(15,20)16(22)23/h5,12,15,24H,1,6-11H2,2-4H3,(H,22,23)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,315.195,lib-00000.mgf,Gold,1.0,0.513301,3.1951,0.00100708,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,315.195,,305.339,4.0,CC1(C)CCCC2(C1CC(=O)\C3=C\C(C)(CCC23O)C=C)C(O)=O,0.0,315.194,specs_ms.pklbin,CCMSLIB00000852985,42235.4,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-0.00013724417800631272,-5.987775175643776,490.0,gnps_motif_38.m2m,0.2763,0.9995,315.194,305.338989,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
526.315761982442_8.02972742812743,1.8332019414245802,-0.12598531562833415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546.354273416628_7.50079582384206,3.363746699267597,0.5020600048825301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511.30400860086_7.99723414539829,2.2609320248901557,0.3516214577481307,511.30400860086,479.83404872389735,1.3196718405551209,5810.0,M+H,50930239,1.0,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by pmallard,0.0,spectra/specs_ms.pklbin5810,,,HCD,Positive,ESI,510.356,lib-00024.mgf,Bronze,3.0,0.895633,11.7799,0.00601196,1.0,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,510.356,,478.916,9.0,,0.0,510.36199999999997,specs_ms.pklbin,CCMSLIB00003134769,254764.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.948008600860021,-0.9180487238973569,5810.0,"motif_276,motif_547","0.3460,0.5222","0.4147,0.9136",510.36199999999997,478.915985,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377.199682737822_4.02494585289514,2.5276957120239447,-2.169540813751503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415.320205599074_5.83723105022831,2.9650617207824905,-0.6246604235842668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311.258316482533_8.64428878462913,3.4179304208099563,-2.5700201304629293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317.209975072606_4.18608395493395,1.5837884511291698,-0.5156606944277726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417.19345430644_4.16366405384006,1.8677549924194532,-2.2786139758303605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303.14866463857_8.32822014866979,1.71462922948,-0.7242042334750138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374.27709483306_4.51420554226475,3.4598293866455267,-0.499179771728798,374.27709483306,270.852332535885,9.85647587312267,2573.0,M+H,,1.0,MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE,NIH Pharmacologically Active Library,VP/LMS,372.194,spectra/specs_ms.pklbin2573,,,qTof,Positive,LC-ESI,373.202,lib-00014.mgf,Gold,1.0,0.545609,198.298,0.0740051,1.0,GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE,Dorrestein,373.202,,280.65,4.0,C[C@@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]2CC[C@@H]1OC(=O)CCC(=O)O,0.0,373.276,specs_ms.pklbin,CCMSLIB00000084741,1574.33,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-1.0750948330600067,9.797667464114966,2573.0,"motif_503,motif_534","0.1217,0.5218","0.6618,0.7675",373.276,280.649994,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548.297068611945_8.33640385514018,1.5526428784668165,-0.343621066398903,548.297068611945,500.1842313084108,6.2403024268051395,6183.0,M+Na,,1.0,Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by alchemistmatt,0.0,spectra/specs_ms.pklbin6183,,,Q-TOF,Positive,ESI,546.35,lib-00024.mgf,Bronze,3.0,0.901064,7.37315,0.00402832,1.0,GNPS-NIST14-MATCHES,Data from Charles Ansong,546.35,,506.11300000000006,6.0,,0.0,546.354,specs_ms.pklbin,CCMSLIB00003135650,254992.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.9470686119449283,5.928768691589255,6183.0,motif_276,0.1628,0.3950,546.354,506.11300700000004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
431.314655895114_5.0210875,1.8667417134582716,-0.7970973761752091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388.254280398492_7.53318318042813,1.6082130040466502,-0.8290559561922991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377.227702625282_3.26635085125447,1.6727004613220409,-0.8149687560275041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349.200480433796_3.89189585271317,1.5256038274109083,-0.5609587939455949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487.236393766718_4.52435538400633,2.7508829201996043,-0.1491766484454118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374.277520874823_4.38712162601626,1.970957812243672,-1.0519816191866838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526.377649328723_8.30399064465408,1.810053404742451,-1.1415662081912004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569.343259021882_7.22797190584662,2.4252958859741405,0.901564606837944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442.283021373563_7.06687586477987,0.7156949605285838,1.7112073240801848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332.19003616178_4.1054611243072,2.133305128985615,-1.7068499835207902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
555.309734684349_5.51702901960784,1.5925541486084178,-1.1561104567721332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375.287013162554_6.80101068376068,5.6209306086837945,-0.2496099980547868,375.287013162554,408.0606410256408,5.657641374507277,2913.0,M+H-H2O,83498,1.0,Spectral Match to Hyodeoxycholic acid from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin2913,,,HCD,Positive,ESI,375.289,lib-00024.mgf,Bronze,3.0,0.681049,0.0,0.0,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,375.289,,402.403,9.0,,0.0,375.289,specs_ms.pklbin,CCMSLIB00003139161,7423.9,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.0019868374459974802,-5.657641025640771,2913.0,"motif_469,gnps_motif_56.m2m","0.6646,0.2077","0.6045,1.0000",375.289,402.403015,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
457.331147067728_7.51836601092896,-0.9552482996642871,3.8927293507382417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
473.325725375261_5.61946487956487,0.17190509694215805,2.9780610291287464,473.325725375261,337.16789277389216,8.882536265880669,5270.0,M-H2O+H,,1.0,"NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-",isolated,lfnothias,488.35,spectra/specs_ms.pklbin5270,"InChI=1S/C30H48O5/c1-25(2)12-14-30(24(34)35)15-13-28(6)17(21(30)23(25)33)8-9-20-27(5)16-18(31)22(32)26(3,4)19(27)10-11-29(20,28)7/h8,18-23,31-33H,9-16H2,1-7H3,(H,34,35)/t18-,19?,20?,21-,22+,23+,27+,28-,29-,30+/m1/s1",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,471.346,lib-00000.mgf,Gold,1.0,0.553471,0.0,0.0,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,471.346,,345.827,8.0,CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5CC[C@@]34C)[C@@H]2[C@@H]1O)C(O)=O,0.0,471.346,specs_ms.pklbin,CCMSLIB00000852123,8500.1,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-1.9797253752610118,8.659107226107835,5270.0,motif_478,0.8203,0.4474,471.34601,345.826996,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
391.284072216318_5.8799758967629,3.7684171761810497,-0.20719807464627849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
471.345416358403_6.01172382094324,-0.6039690409362599,3.4015298573300385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355.26300783689_6.82150305623473,1.762901362353535,0.1520132509991683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335.220460325161_5.88487207001522,1.4854846562683302,0.4489809958264388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375.288597676066_5.91147199233717,4.030645665103169,-0.6670591147616349,375.288597676066,354.6883195402302,2.7212615876053405,3053.0,[M+H]+,83-43-2,1.0,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,",Isolated,Massbank,0.0,spectra/specs_ms.pklbin3053,"1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1",,LC-ESI-ITFT,Positive,ESI,375.217,lib-00002.mgf,Bronze,3.0,0.509546,194.549,0.07299800000000001,1.0,MASSBANK,Putative Massbank Match,375.217,,351.968,4.0,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@]([H])(C)C4=CC(=O)C=C[C@]34C,0.0,375.29,specs_ms.pklbin,CCMSLIB00000209931,2143.76,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.07159767606600553,-2.720319540230207,3053.0,"motif_469,motif_448,motif_388","0.3993,0.2606,0.1355","0.3652,0.7124,0.9194",375.29001,351.967987,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
407.278787683905_3.82062059294871,2.7738535966217235,-1.6401709826662982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441.304906222575_3.97658849955076,2.4691515530883983,-3.6119517596438366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411.32948881704_6.79300841269841,2.5377503003418163,-0.6051453860476457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469.293407652186_8.17440864661654,3.5694182481109813,1.4245468912646329,469.293407652186,490.46451879699237,12.22079419025351,5248.0,M+NH4,,1.0,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate",isolated,lfnothias,452.147,spectra/specs_ms.pklbin5248,"InChI=1S/C25H24O8/c1-24(2)10-9-15-11-14(5-8-19(15)32-24)13-25(23(29)31-4)20(21(30-3)22(28)33-25)16-6-7-17(26)18(27)12-16/h5-12,26-27H,13H2,1-4H3",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,470.181,lib-00000.mgf,Gold,1.0,0.567876,246.708,0.115997,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,470.181,,478.276,4.0,COC(=O)C3(CC1=CC=C2OC(C)(C)C=CC2=C1)OC(=O)C(OC)=C3C4=CC(O)=C(O)C=C4,0.0,470.29699999999997,specs_ms.pklbin,CCMSLIB00000846691,39838.3,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.8875923478140066,-12.188518796992355,5248.0,,,,470.29699999999997,478.27600099999995,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596.353110585924_5.75391885644768,2.144729670459004,-2.2850958617403947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423.27323988675_3.84427061191626,1.6492786969482616,-1.3430418284609758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
478.292954911595_7.08974422930903,3.724170264178485,1.2713893143460309,478.292954911595,425.3846537585418,1.2726676903664715,5377.0,M+NH4,,1.0,NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid,isolated,lfnothias,460.25300000000004,spectra/specs_ms.pklbin5377,"InChI=1S/C20H36N4O8/c1-16(25)23(31)14-6-2-4-12-21-17(26)8-10-19(28)24(32)15-7-3-5-13-22-18(27)9-11-20(29)30/h31-32H,2-15H2,1H3,(H,21,26)(H,22,27)(H,29,30)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,478.287,lib-00000.mgf,Gold,1.0,0.9216190000000001,12.5698,0.00601196,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,478.287,,424.11199999999997,10.0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(O)=O,0.0,478.293,specs_ms.pklbin,CCMSLIB00000845585,254792.0,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-0.0059549115950403575,-1.2726537585418214,5377.0,motif_313,0.5018,0.6854,478.293,424.11199999999997,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
542.321728451202_7.1629155277145,2.5463529195129593,0.945258328132347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
319.165631102485_3.69036314496314,3.1961489285766795,0.0997005192563094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504.304779219449_7.16115936544343,1.5335307683288768,-0.09450416881589517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548.370354864878_7.95869282460136,2.3773151006042674,-0.07123523075131999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
337.235954504839_6.55387957479119,1.0202503766357616,1.2912041930481948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508.33940824623_7.32047390965732,1.7792811955749706,0.6523507921025313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543.345615556159_8.47295283605284,1.4930782880127147,-0.2758402140810929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443.351515195615_7.60016143187066,-0.1769632731139943,3.8859523026272798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496.338664357847_8.82096736111111,1.676393088275166,-0.3096007617190324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335.25779388308_8.49759964953271,2.0999579991638377,0.1478788344189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491.274855163297_8.17406992063491,1.6142273511230665,1.6176511108875433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318.300687644626_8.47885240825688,1.56888252156374,-0.9021558078005754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408.283119843361_4.90029915865385,1.9570189084350782,-1.076560667343422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442.315139951169_4.31894162436548,1.9112120236694532,-0.8892316134646379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425.266355262008_8.85452616707616,1.9666095341980172,-1.0391618521883927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390.269653908554_8.41684373522458,1.573701914721699,-1.5748907836153947,390.269653908554,505.0106241134748,8.53162427378502,3509.0,M+H,52514042,1.0,Spectral Match to N-Oleoyltaurine from NIST14,Isolated,Data deposited by aaksenov,0.0,spectra/specs_ms.pklbin3509,,,HCD,Positive,ESI,390.26800000000003,lib-00024.mgf,Bronze,3.0,0.944118,2.58048,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Karin,390.26800000000003,,496.47900000000004,4.0,,0.0,390.267,specs_ms.pklbin,CCMSLIB00003136462,13328.7,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.00165390855397618,-8.531624113474777,3509.0,,,,390.267,496.47900400000003,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391.284140556926_6.0244097382602,3.9095018472015566,-0.44157069046048747,391.284140556926,361.464584295612,10.574415705322155,3527.0,M+H,5130290,1.0,Spectral Match to 12-Ketodeoxycholic acid from NIST14,Isolated,Data deposited by fevargas,0.0,spectra/specs_ms.pklbin3527,,,qTof,Positive,LC-ESI,391.284,lib-00024.mgf,Bronze,3.0,0.849642,2.5737799999999997,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Joshua Wollam,391.284,,372.039,14.0,CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2CCC4C3(CCC(C4)O)C)C,0.0,391.285,specs_ms.pklbin,CCMSLIB00003135123,249211.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.00014055692599868053,10.574415704388002,3527.0,"gnps_motif_56.m2m,motif_388,motif_519,motif_420","0.1835,0.2100,0.2691,0.1773","1.0000,0.9322,0.6597,0.3542",391.285,372.039001,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
307.262843204708_7.2203890079365,2.1665225591003607,-2.948622635193153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570.352401787746_7.43772593869732,1.6600323285400584,0.5868198363110579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
344.315627191554_6.8325197869102,1.6500454510986522,-0.8179766448214494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528.308823313212_7.5174138697318,1.7898493375122264,-0.3323861869051896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
448.342274412419_7.68983344801223,2.1564179028808788,-1.3058909686282119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
